id,handle,first_name,last_name,email,street,city,state,state_animal,real_food_affinity_category_id,luxury_brand_affinity_category_id,tech_gadget_affinity_category_id,travel_affinity_category_id
769,nlyndlc,Nalani,Lynd,nlyndlc@tuttocitta.it,1 Dorton Center,Wilmington,NULL,"Iguana, land",2,6,10,16
770,fferrimanld,Forster,Ferriman,fferrimanld@facebook.com,97712 Parkside Avenue,Winston Salem,North Carolina,"Dog, bush",1,7,12,14
771,lrosseyle,Lindsey,Rossey,lrosseyle@si.edu,47873 Graedel Trail,Shawnee Mission,Kansas,"Lemur, lesser mouse",3,5,12,14
772,lflearlf,Latrena,Flear,lflearlf@free.fr,3153 Lakeland Terrace,Corpus Christi,Texas,"Wombat, southern hairy-nosed",2,8,10,14
773,astangelg,Aristotle,St Ange,astangelg@flickr.com,67615 Arapahoe Place,Lexington,Kentucky,Common eland,2,5,12,16
774,ejorissenlh,Eben,Jorissen,ejorissenlh@whitehouse.gov,305 1st Center,Norfolk,Virginia,"Cat, african wild",4,7,10,16
775,vtimbridgeli,Vicky,Timbridge,vtimbridgeli@archive.org,13 Briar Crest Lane,Indianapolis,Indiana,Frilled dragon,2,6,10,14
776,cnodenlj,Consolata,Noden,cnodenlj@engadget.com,0 Stephen Alley,Richmond,Virginia,Scottish highland cow,2,7,10,14
777,gatcocklk,Georgianne,Atcock,gatcocklk@networksolutions.com,5 Toban Parkway,El Paso,Texas,Egyptian goose,1,5,11,13
778,cickovicll,Clemence,Ickovic,cickovicll@stanford.edu,07849 Westerfield Junction,Concord,California,Brush-tailed rat kangaroo,1,7,11,NULL
779,ehasserlm,Eachelle,Hasser,ehasserlm@ucsd.edu,371 Continental Drive,Spartanburg,South Carolina,Buttermilk snake,4,8,10,13
780,jdolbeyln,Jareb,Dolbey,jdolbeyln@wikipedia.org,7473 Sauthoff Way,Birmingham,Alabama,Rhesus monkey,1,6,10,15
781,seggertonlo,Storm,Eggerton,seggertonlo@cdbaby.com,9597 Hansons Street,Sacramento,California,Red-necked wallaby,4,6,12,16
782,lphillerlp,Laraine,Philler,lphillerlp@blogs.com,1 Beilfuss Parkway,Tucson,Arizona,"Toucan, red-billed",3,6,10,16
783,alaidlawlq,Adelice,Laidlaw,alaidlawlq@jalbum.net,9258 Norway Maple Junction,Des Moines,Iowa,Racer snake,1,7,9,14
784,klampenlr,Kare,Lampen,klampenlr@google.es,45 Charing Cross Alley,Memphis,Tennessee,Euro wallaby,3,5,12,15
785,jbalsomls,Joshuah,Balsom,jbalsomls@dmoz.org,9 Holmberg Hill,Chicago,Illinois,Lilac-breasted roller,3,6,10,14
786,gfaireslt,Gilburt,Faires,gfaireslt@illinois.edu,26 Hudson Center,San Diego,California,"Mouse, four-striped grass",2,8,9,15
787,hstiegarslu,Hort,Stiegars,hstiegarslu@webnode.com,98 Boyd Place,Bradenton,Florida,European stork,3,5,12,16
788,pwhyelv,Pearle,Whye,pwhyelv@kickstarter.com,810 Tony Avenue,Richmond,Virginia,Crowned eagle,3,8,10,13
789,tnilleslw,Tibold,Nilles,tnilleslw@wired.com,56 Iowa Trail,Los Angeles,California,"Sunbird, lesser double-collared",2,6,9,13
790,dendicottlx,Domeniga,Endicott,dendicottlx@seattletimes.com,247 Dunning Parkway,Winston Salem,North Carolina,Sally lightfoot crab,3,7,12,16
791,ed%lanly,Erek,Dolan,edolanly@purevolume.com,576 Macpherson Center,Carson City,Nevada,"Heron, giant",3,6,12,14
792,cbirnielz,Clari,Birnie,cbirnielz@mashable.com,85790 Barby Trail,Lexington,Kentucky,Red-billed toucan,3,5,9,13
793,gwickendenm0,Gennifer,Wickenden,gwickendenm0@youtube.com,9123 Riverside Court,Houston,Texas,African fish eagle,4,8,10,16
794,iamottm1,Izak,Amott,iamottm1@aol.com,3348 South Crossing,Santa Barbara,California,Wild water buffalo,2,7,10,13
795,tgouldi&gm2,Tallulah,Goulding,tgouldingm2@apple.com,9230 Debra Pass,Saint Louis,Missouri,Roseate cockatoo,4,5,11,15
796,mbrokenbrowm3,Marty,Brokenbrow,mbrokenbrowm3@home.pl,6351 International Drive,Louisville,Kentucky,Scaly-breasted lorikeet,3,6,11,15
797,gbeardshallm4,Gloria,Beardshall,gbeardshallm4@ox.ac.uk,77748 Lakewood Gardens Point,Pueblo,Colorado,"Sheathbill, snowy",1,7,10,14
798,rmyderscoughm5,Roddy,Myderscough,rmyderscoughm5@dedecms.com,714 Larry Circle,Kansas City,Missouri,"Dolphin, striped",3,8,12,16
799,bahernem6,Bertha,Aherne,bahernem6@goo.gl,54 Stephen Way,Davenport,Iowa,Hoary marmot,2,8,9,16
800,mdybaldm7,Marillin,Dybald,mdybaldm7@xing.com,81107 Dawn Pass,Trenton,New Jersey,Eastern indigo snake,2,8,11,16
801,jcoolm8,Johannes,Cool,jcoolm8@cnn.com,422 Briar Crest Street,Tacoma,Washington,Golden-mantled ground squirrel,1,8,10,15
802,mjerremsm9,Margit,Jerrems,mjerremsm9@wix.com,4 Mccormick Parkway,Dearborn,Michigan,Ocelot,3,7,11,16
803,dbreensma,Daniela,Breens,dbreensma@yahoo.co.jp,8 Packers Lane,Chicago,Illinois,Long-billed cockatoo,2,7,9,15
804,adun&mb,Aveline,Duny,adunymb@cam.ac.uk,23 Mandrake Center,Juneau,Alaska,Paddy heron (unidentified),4,6,10,15
805,jdrakesmc,Joaquin,Drakes,jdrakesmc@acquirethisname.com,13 Surrey Terrace,Inglewood,California,"Owl, snowy",4,5,11,15
806,rnovotnemd,Rudy,Novotne,rnovotnemd@nasa.gov,1368 Haas Avenue,Houston,Tennessee,"Seal, harbor",2,7,11,16
807,mri^hmondme,Mirella,Richmond,mrichmondme@sohu.com,1227 Donald Court,Spartanburg,South Carolina,Palm squirrel,2,8,10,13
808,cdrifemf,Claude,Drife,cdrifemf@netvibes.com,56006 Algoma Road,Greensboro,North Carolina,Blue fox,3,7,10,14
809,acamachomg,Aline,Camacho,acamachomg@miibeian.gov.cn,91303 Scofield Way,Stamford,Connecticut,Blackish oystercatcher,3,8,9,13
810,rcallachermh,Rhonda,Callacher,rcallachermh@timesonline.co.uk,6 Starling Hill,Lincoln,Nebraska,Springbok,1,7,10,14
811,jsainsberrymi,Jamey,Sainsberry,jsainsberrymi@irs.gov,50 Scoville Trail,New Haven,Connecticut,"Rhea, greater",3,7,12,13
812,mnevettmj,Marjorie,Nevett,mnevettmj@prweb.com,678 Larry Plaza,Jamaica,New York,"Dragonfly, russian",4,5,12,16
813,lbettymk,Libbie,Betty,lbettymk@amazon.de,21 Texas Lane,Johnson City,Tennessee,Caracara (unidentified),4,6,9,14
814,hhaithwaiteml,Hugibert,Haithwaite,hhaithwaiteml@opera.com,82 Tennyson Drive,Spokane,Washington,"Cat, ringtail",4,6,11,16
815,fchsteneymm,Fanchette,Chsteney,fchsteneymm@eventbrite.com,80459 Jenna Lane,Amarillo,Texas,Hudsonian godwit,3,5,9,16
816,gcultchethmn,Gianina,Cultcheth,gcultchethmn@opensource.org,04 Melody Point,Fort Wayne,Indiana,"Pelican, great white",2,7,11,13
817,twapplemo,Teodora,Wapple,twapplemo@examiner.com,789 Boyd Terrace,Hayward,California,"Snake, western patch-nosed",2,5,10,13
818,hmakepeacemp,Hendrik,Makepeace,hmakepeacemp@shutterfly.com,117 Hauk Crossing,Evansville,Indiana,Small-spotted genet,1,6,12,15
819,melnermq,Michell,Elner,melnermq@nba.com,90 Londonderry Place,Pittsburgh,Pennsylvania,Grant's gazelle,2,7,11,16
820,vfortiemr,Vera,Fortie,vfortiemr@sciencedirect.com,21687 Waxwing Plaza,Anaheim,California,Slender loris,4,7,10,13
821,jfalloonms,Jessey,Falloon,jfalloonms@w3.org,8591 Hovde Avenue,Anchorage,Alaska,Long-tailed jaeger,2,5,12,15
822,imcginlaymt,Ivy,McGinlay,imcginlaymt@samsung.com,870 Graedel Pass,Tampa,Florida,Worm snake (unidentified),2,6,9,13
823,carchibaldmu,Cly,Archibald,carchibaldmu@about.com,542 Brickson Park Point,Des Moines,Iowa,"Gazer, sun",1,5,12,15
824,ddivvermv,Durante,Divver,ddivvermv@google.com.br,710 Oxford Way,Akron,Ohio,Asian lion,2,6,10,14
825,cvairowmw,Clementine,Vairow,cvairowmw@cbc.ca,97284 Heffernan Court,Woburn,Massachusetts,"Mockingbird, galapagos",4,852,12,14
826,mdourinmx,Morgan,Dourin,mdourinmx@multiply.com,73501 Arkansas Alley,Boise,Idaho,Golden jackal,3,5,11,16
827,ccattelmy,Claudius,Cattel,ccattelmy@epa.gov,356 Donald Circle,Sacramento,California,Antelope ground squirrel,1,5,12,13
828,westerbrookmz,Warren,Esterbrook,westerbrookmz@cnet.com,38211 Northwestern Avenue,Richmond,Virginia,"Otter, north american river",1,6,10,15
829,aelldredn0,Alexander,Elldred,aelldredn0@trellian.com,84022 Hagan Drive,Albany,New York,"Goose, andean",2,5,11,14
830,lhaselln1,Lainey,Hasell,lhaselln1@boston.com,25622 Corben Street,Salt Lake City,Utah,"Possum, golden brush-tailed",4,6,11,13
831,eswaingern2,Elyn,Swainger,eswaingern2@netlog.com,2686 Paget Way,San Mateo,California,Sociable weaver,4,8,9,14
832,gcannern3,Gabriele,Canner,gcannern3@fotki.com,7663 Gina Place,Brooklyn,NULL,"Macaw, green-winged",3,6,9,16
833,stilbrookn4,Scot,Tilbrook,stilbrookn4@epa.gov,77 Pennsylvania Park,Lubbock,Texas,Dingo,3,8,12,13
834,tspinleyn5,Trstram,Spinley,tspinleyn5@odnoklassniki.ru,6 Lillian Crossing,Santa Fe,New Mexico,Small-spotted genet,3,7,11,16
835,ibarabischn6,Isabella,Barabisch,ibarabischn6@who.int,369 Shelley Junction,Hampton,Virginia,"Gazelle, thomson's",2,8,12,15
836,kgulyn7,Keriann,Guly,kgulyn7@google.pl,63103 Manufacturers Alley,Evansville,Indiana,"Fox, bat-eared",2,7,10,16
837,cmeekingsn8,Cordey,Meekings,cmeekingsn8@buzzfeed.com,2887 Judy Lane,Montgomery,Alabama,"Cockatoo, red-breasted",1,6,11,14
838,trobshawn9,Thorsten,Robshaw,trobshawn9@alibaba.com,90898 East Trail,New York City,New York,"Penguin, magellanic",2,5,9,15
839,jskippenna,Janeta,Skippen,jskippenna@mtv.com,2 Evergreen Park,Sacramento,California,"Barbet, levaillant's",1,6,10,15
840,mchaizenb,Mattie,Chaize,mchaizenb@squidoo.com,01 Spaight Avenue,Fort Smith,Arkansas,"Dragonfly, russian",3,6,12,14
841,nbasketfieldnc,Nathalia,Basketfield,nbasketfieldnc@cocolog-nifty.com,71 Tennyson Place,San Francisco,California,"Sunbird, lesser double-collared",2,7,12,14
842,rlikelynd,Ricki,Likely,rlikelynd@boston.com,4084 Lerdahl Avenue,Los Angeles,Tennessee,Violet-crested turaco,4,8,11,16
843,ltregustne,Leicester,Tregust,ltregustne@hexun.com,5804 Sunnyside Terrace,Pasadena,Texas,"Egret, cattle",4,8,12,14
844,cradfordnf,Charmion,Radford,cradfordnf@nydailynews.com,24106 Westerfield Drive,Corpus Christi,Texas,Pine snake (unidentified),3,5,11,15
845,acockinng,Aida,Cockin,acockinng@examiner.com,1 Express Crossing,Tampa,Florida,"Cat, african wild",4,8,11,16
846,btuftsnh,Bridget,Tufts,btuftsnh@mediafire.com,8 Mifflin Plaza,Washington,District of Columbia,"Grenadier, common",2,6,9,15
847,cadhamsni,Cyb,Adhams,cadhamsni@baidu.com,33 Hoffman Plaza,Los Angeles,Iowa,"Squirrel, pine",3,5,12,13
848,ogalgeynj,Ola,Galgey,ogalgeynj@yahoo.co.jp,52028 3rd Court,Wilkes Barre,Pennsylvania,Fat-tailed dunnart,3,7,9,13
849,fsurguinenk,Filip,Surguine,fsurguinenk@feedburner.com,573 Lunder Pass,Washington,District of Columbia,Striped hyena,2,7,12,15
850,cmaudlennl,Candie,Maudlen,cmaudlennl@buzzfeed.com,322 Melby Place,Reston,Virginia,"Crocodile, nile",2,7,12,16
851,ftegellernm,Faulkner,Tegeller,ftegellernm@princeton.edu,8028 Pond Way,Memphis,Tennessee,"Crocodile, nile",3,5,12,16
852,cboylundnn,Conchita,Boylund,cboylundnn@edublogs.org,7401 Ilene Trail,Trenton,New Jersey,South American meadowlark (unidentified),2,6,10,13
853,mmcgilbenno,Madelin,McGilben,mmcgilbenno@un.org,5181 Pleasure Circle,Phoenix,Arizona,Water legaan,4,6,11,14
854,a&easbynp,Aggie,Peasby,apeasbynp@soup.io,7826 Eagle Crest Lane,San Antonio,Texas,"Crane, stanley",4,5,12,14
855,grothchildnq,Gwenni,Rothchild,grothchildnq@businesswire.com,7 Erie Place,Rochester,New York,Python (unidentified),2,8,12,15
856,bcoch%annr,Broddie,Cochran,bcochrannr@chronoengine.com,1 Mariners Cove Parkway,Miami,Florida,Flying fox (unidentified),1,5,9,14
857,khenrins,Kristel,Henri,khenrins@stumbleupon.com,238 Myrtle Circle,Silver Spring,Maryland,"Cormorant, large",3,8,9,14
858,rdominichellint,Rheba,Dominichelli,rdominichellint@netvibes.com,930 Darwin Place,El Paso,Texas,"Lizard, goanna",2,5,10,13
859,tkusicknu,Toni,Kusick,tkusicknu@joomla.org,39128 Memorial Hill,Spring Hill,Florida,"Mongoose, small indian",2,8,12,14
860,gmongannv,Gwen,Mongan,gmongannv@imgur.com,142 Fulton Circle,Dallas,Texas,Giant anteater,3,8,11,14
861,fhargnw,Fayette,Harg,fhargnw@yolasite.com,5833 Arrowood Road,Las Vegas,Nevada,Oriental white-backed vulture,4,6,11,15
862,psutherelnx,Pamela,Sutherel,psutherelnx@stanford.edu,12286 Crest Line Avenue,Rockville,Maryland,"Gull, swallow-tail",2,7,12,14
863,gpullinny,Gareth,Pullin,gpullinny@furl.net,340 Shopko Junction,Des Moines,Iowa,African polecat,3,6,12,15
864,ayounienz,Annie,Younie,ayounienz@4shared.com,94 Meadow Ridge Hill,Houston,Florida,"Lizard, collared",4,8,9,15
865,ssurgeono0,Shirl,Surgeon,ssurgeono0@twitpic.com,830 Randy Plaza,Spring,Texas,Lava gull,1,7,11,13
866,sloheringo1,Sibella,Lohering,sloheringo1@google.es,04 Cody Place,Glendale,Arizona,"Cat, miner's",3,8,11,15
867,hpolinio2,Hamlin,Polini,hpolinio2@nba.com,2 Hoffman Plaza,Montgomery,Alabama,"Weaver, chestnut",1,5,12,16
868,dhobleo3,Danit,Hoble,dhobleo3@t.co,82 2nd Trail,Indianapolis,Indiana,"Ferret, black-footed",3,6,11,14
869,rdegliabbatio4,Roanna,Degli Abbati,rdegliabbatio4@a8.net,67 Sheridan Way,Albuquerque,New Mexico,Steenbok,4,7,12,15
870,nsugarmano5,Natividad,Sugarman,nsugarmano5@github.io,003 Rowland Alley,Charleston,South Carolina,"Wallaby, river",4,7,12,14
871,egehringero6,Essie,Gehringer,egehringero6@flavors.me,9835 Rusk Plaza,Birmingham,Alabama,Bushbuck,4,6,11,13
872,amccooleo7,Ame,McCoole,amccooleo7@photobucket.com,8326 Schurz Center,Oklahoma City,Oklahoma,Sun gazer,1,5,9,13
873,hkillougho8,Hieronymus,Killough,hkillougho8@spiegel.de,632 Roth Avenue,Houston,Texas,"Kangaroo, black-faced",3,8,11,14
874,kjosilevicho9,Kylynn,Josilevich,kjosilevicho9@dion.ne.jp,473 Carberry Avenue,Grand Rapids,Michigan,Pied kingfisher,3,8,10,13
875,tchartersoa,Tobye,Charters,tchartersoa@gov.uk,986 Brentwood Crossing,Saint Paul,Minnesota,Spotted deer,2,8,11,15
876,lmclaganob,Lynnet,McLagan,lmclaganob@cafepress.com,127 Brown Crossing,Jamaica,New York,Indian red admiral,2,7,12,13
877,bmcveighoc,Bianka,McVeigh,bmcveighoc@geocities.com,7 Ludington Court,Kansas City,Missouri,Trumpeter swan,2,8,12,15
878,gtreeceod,Georgie,Treece,gtreeceod@tumblr.com,57292 Bayside Park,Rockville,Maryland,"Bustard, denham's",1,7,11,13
879,fmcilreavyoe,Felicle,McIlreavy,fmcilreavyoe@telegraph.co.uk,321 Maryland Center,Saint Paul,Minnesota,Dassie,4,NULL,11,15
880,cmaystonof,Corenda,Mayston,cmaystonof@ezinearticles.com,105 International Alley,Washington,District of Columbia,Pallas's fish eagle,1,5,12,16
881,cheinemannog,Collete,Heinemann,cheinemannog@microsoft.com,86131 Elgar Center,Miami,Florida,"Squirrel, red",3,5,9,14
882,gspohrmannoh,Glenda,Spohrmann,gspohrmannoh@npr.org,10 Dexter Point,Jacksonville,Florida,Polar bear,4,6,12,16
883,zmarmonoi,Zilvia,Marmon,zmarmonoi@pcworld.com,62 David Way,Brooklyn,New York,"Ferret, black-footed",3,5,9,14
884,gdorkensoj,Gard,Dorkens,gdorkensoj@google.cn,3682 Sutherland Circle,Austin,Texas,"Robin, kalahari scrub",1,5,NULL,14
885,kharsumok,Katerina,Harsum,kharsumok@soundcloud.com,32286 Weeping Birch Center,Houston,Texas,Cheetah,2,8,11,13
886,fyuol,Ferrel,Yu,fyuol@odnoklassniki.ru,514 Dorton Plaza,Phoenix,Arizona,Cape wild cat,2,7,11,15
887,tfarrandom,Tessie,Farrand,tfarrandom@123-reg.co.uk,34 Fair Oaks Lane,Honolulu,Hawaii,"Whale, long-finned pilot",1,5,11,14
888,mreicherzon,Merline,Reicherz,mreicherzon@com.com,9163 Buell Way,New Orleans,NULL,"Deer, black-tailed",2,7,9,14
889,xkerfutoo,Xenos,Kerfut,xkerfutoo@ucoz.com,90 Morningstar Drive,Milwaukee,Wisconsin,"Monster, gila",1,8,12,15
890,ehamerop,Emmi,Hamer,ehamerop@unc.edu,61254 Katie Alley,Springfield,Illinois,North American red fox,4,8,10,15
891,aphilippaultoq,Auroora,Philippault,aphilippaultoq@domainmarket.com,11 Village Green Road,Alexandria,Louisiana,"Squirrel, european red",4,7,9,16
892,hberntor,Hailey,Bernt,hberntor@kickstarter.com,34967 Stone Corner Park,Miami,Florida,Nubian bee-eater,3,5,11,14
893,rgowaros,Ronald,Gowar,rgowaros@geocities.com,218 Northland Circle,Tacoma,Washington,Smith's bush squirrel,2,8,11,14
894,daitchinsonot,Deedee,Aitchinson,daitchinsonot@imdb.com,568 School Crossing,Nashville,Tennessee,Grey fox,1,6,11,14
895,laldisou,Leonhard,Aldis,laldisou@seesaa.net,7186 Heffernan Place,Fairbanks,Alaska,"Sandpiper, spotted wood",3,7,9,15
896,orisbyov,Osmond,Risby,orisbyov@w3.org,692 Carey Court,Pasadena,California,"Lion, african",3,5,12,14
897,mevittow,Marina,Evitt,mevittow@indiegogo.com,27 Blackbird Way,Augusta,Georgia,Feral rock pigeon,3,8,10,13
898,hbasleyox,Husein,Basley,hbasleyox@npr.org,47303 Fallview Pass,Newton,Massachusetts,"Spoonbill, european",1,6,10,16
899,fcostellowoy,Faydra,Costellow,fcostellowoy@nih.gov,28 Kenwood Circle,New York City,New York,Yellow-billed stork,1,6,11,13
900,bekelloz,Blaine,Ekell,bekelloz@blogs.com,25 Washington Parkway,Boise,Idaho,"Rhea, gray",1,6,10,13
901,hbrewsterp0,Hurley,Brewster,hbrewsterp0@prlog.org,14 Northwestern Pass,Jacksonville,Florida,Asian elephant,2,6,9,14
902,mmcmahonp1,Merci,McMahon,mmcmahonp1@craigslist.org,1 Gateway Crossing,Pinellas Park,Florida,"Goose, cereopsis",4,5,9,14
903,rmourantp2,Ransom,Mourant,rmourantp2@meetup.com,05185 Mayfield Circle,Charlotte,North Carolina,"Gull, southern black-backed",1,8,12,15
904,snutkinp3,Skelly,Nutkin,snutkinp3@addthis.com,7417 Dayton Court,El Paso,Texas,"Badger, eurasian",1,6,12,13
905,eiannellip4,Elmira,Iannelli,eiannellip4@examiner.com,4 Corscot Lane,Madison,Wisconsin,"Jaeger, long-tailed",NULL,6,12,13
906,mbillisonp5,Monro,Billison,mbillisonp5@reverbnation.com,877 John Wall Lane,Shawnee Mission,Kansas,"Goldeneye, common",1,7,10,14
907,amainsp6,Arnaldo,Mains,amainsp6@npr.org,9270 Johnson Park,Norman,Oklahoma,"Cockatoo, red-breasted",1,6,9,13
908,efeathersbyp7,Eric,Feathersby,efeathersbyp7@cbc.ca,9 Mariners Cove Place,Harrisburg,Pennsylvania,"Gull, swallow-tail",1,5,11,13
909,gwraggsp8,Galvan,Wraggs,gwraggsp8@parallels.com,60 Dexter Avenue,Dallas,Texas,Red-capped cardinal,2,5,11,13
910,ssambrokp9,Sigismondo,Sambrok,ssambrokp9@ucsd.edu,57 Ryan Alley,New York City,New York,"Brocket, brown",2,6,11,13
911,tgibbspa,Tana,Gibbs,tgibbspa@washingtonpost.com,5 Thompson Lane,Minneapolis,Minnesota,"Finch, common melba",2,8,10,16
912,gcrickettpb,Gran,Crickett,gcrickettpb@csmonitor.com,45521 Bashford Trail,Hattiesburg,NULL,"Bulbul, black-eyed",1,5,11,13
913,edugganpc,Eunice,Duggan,edugganpc@economist.com,7261 Esker Alley,Oklahoma City,Oklahoma,Sandhill crane,1,5,12,13
914,ttenniswoodpd,Thorpe,Tenniswood,ttenniswoodpd@altervista.org,5028 Mcbride Alley,Peoria,Illinois,"Buffalo, american",4,5,12,NULL
915,hharriespe,Horten,Harries,hharriespe@fc2.com,535 Debs Lane,Alexandria,Virginia,Spectacled caiman,2,5,9,13
916,speruttopf,Starlene,Perutto,speruttopf@fc2.com,7 Maple Road,Cape Coral,Florida,"Rattlesnake, horned",2,5,11,13
917,cbewickepg,Consuelo,Bewicke,cbewickepg@bing.com,5626 Schmedeman Plaza,Littleton,Colorado,Sambar,3,8,10,16
918,jcherrieph,Josefina,Cherrie,jcherrieph@ow.ly,0 Springview Lane,Fort Smith,Arkansas,"Owl, great horned",1,6,9,16
919,kfilochovpi,Keely,Filochov,kfilochovpi@delicious.com,12 Buell Court,Phoenix,Arizona,"Cormorant, king",2,8,12,14
920,dgoliglypj,Dayle,Goligly,dgoliglypj@networkadvertising.org,0210 Fisk Circle,Tacoma,Washington,Arctic fox,1,5,9,16
921,wmcginlypk,Weylin,McGinly,wmcginlypk@about.me,36 East Point,Dallas,Texas,Asian openbill,4,6,10,16
922,ogotcherpl,Olivier,Gotcher,ogotcherpl@paginegialle.it,5764 Weeping Birch Street,Columbus,Georgia,Black-throated cardinal,3,8,12,13
923,mcostelowpm,Mallory,Costelow,mcostelowpm@smh.com.au,92 Monica Alley,Fargo,North Dakota,"Lizard, goanna",2,6,10,14
924,bovenp#,Burke,Oven,bovenpn@printfriendly.com,11935 Carberry Lane,Amarillo,Texas,"Heron, grey",1,5,12,13
925,gdochertypo,Glynn,Docherty,gdochertypo@bbc.co.uk,1485 Anniversary Lane,Wilmington,Delaware,"Pademelon, red-legged",4,25,12,13
926,cwilsteadpp,Concettina,Wilstead,cwilsteadpp@istockphoto.com,6 Londonderry Hill,Charlotte,North Carolina,White-lipped peccary,4,6,9,13
927,cgirkepq,Clim,Girke,cgirkepq@archive.org,7 Logan Center,Peoria,Illinois,Blue-faced booby,3,6,10,15
928,hbolderstone^r,Harry,Bolderstone,hbolderstonepr@mayoclinic.com,5507 Northfield Court,Spring,Texas,Common long-nosed armadillo,3,5,10,15
929,charburtsonps,Claudio,Harburtson,charburtsonps@zimbio.com,8 Granby Place,Boston,Massachusetts,"Siskin, yellow-rumped",4,7,12,15
930,agellierpt,Aldrich,Gellier,agellierpt@sciencedaily.com,35 Amoth Place,Athens,NULL,"Snake, buttermilk",3,6,12,13
931,sb^rdspu,Shari,Burds,sburdspu@opensource.org,8979 Northfield Pass,Topeka,Kansas,"Shrike, southern white-crowned",4,8,12,14
932,cgoldthorppv,Cristobal,Goldthorp,cgoldthorppv@discuz.net,6 Ramsey Trail,Columbus,Ohio,"Pintail, bahama",4,6,12,15
933,bexcellpw,Bartel,Excell,bexcellpw@eventbrite.com,3959 Roxbury Trail,Omaha,Nebraska,"Deer, red",1,7,12,14
934,truberrypx,Tawsha,Ruberry,truberrypx@si.edu,96614 Sunbrook Alley,Houston,Texas,Uinta ground squirrel,3,7,10,14
935,aroartypy,Antone,Roarty,aroartypy@privacy.gov.au,808 Warrior Point,Huntington,West Virginia,Mallard,2,6,12,13
936,gdemcikpz,Grethel,Demcik,gdemcikpz@sciencedirect.com,16 2nd Trail,Atlanta,Georgia,"Cat, european wild",3,5,11,15
937,chollerinq0,Cassi,Hollerin,chollerinq0@phoca.cz,95041 Lakewood Trail,Charlotte,North Carolina,Bobcat,2,8,9,15
938,mbathowq1,Molli,Bathow,mbathowq1@github.com,8253 Novick Crossing,Pasadena,Texas,Pampa gray fox,1,8,11,14
939,dsockellq2,Daven,Sockell,dsockellq2@sakura.ne.jp,8 Helena Avenue,Virginia Beach,Virginia,"Colobus, black and white",1,5,12,16
940,eswepstoneq3,Eda,Swepstone,eswepstoneq3@hud.gov,0854 Barnett Avenue,Glendale,California,"Marten, american",1,8,9,14
941,apigeonq4,Angelika,Pigeon,apigeonq4@msn.com,0 Springs Lane,Van Nuys,NULL,"Lion, steller's sea",4,7,12,14
942,jmatitiahoq5,Jorge,Matitiaho,jmatitiahoq5@artisteer.com,00049 Declaration Crossing,San Jose,California,White-faced tree rat,2,7,10,14
943,echermq6,Eugenia,Cherm,echermq6@marriott.com,89 Redwing Street,New York City,NULL,Burrowing owl,3,5,10,14
944,gmcnairq7,Gay,McNair,gmcnairq7@ask.com,1606 Mallory Hill,Fort Lauderdale,Florida,House crow,1,8,11,14
945,lmussoliniq8,Luelle,Mussolini,lmussoliniq8@nytimes.com,9 Sunfield Center,Minneapolis,Minnesota,"Lemur, sportive",3,7,10,14
946,btallq9,Babbie,Tall,btallq9@paypal.com,79575 Parkside Hill,Honolulu,Hawaii,Bahama pintail,2,8,10,13
947,broxbroughqa,Bald,Roxbrough,broxbroughqa@fc2.com,16 Kings Circle,Norfolk,Virginia,Crowned eagle,3,7,12,16
948,mvanettiqb,Marje,Vanetti,mvanettiqb@slashdot.org,83675 Thackeray Parkway,Corona,California,Giant otter,4,7,9,13
949,kdumbreckqc,Krystal,Dumbreck,kdumbreckqc@people.com.cn,0822 Kinsman Center,Lake Worth,Florida,"Cat, miner's",2,6,12,16
950,gjamblinqd,Gregorius,Jamblin,gjamblinqd@google.ca,8490 Loftsgordon Avenue,Saint Petersburg,Florida,Four-striped grass mouse,3,7,12,14
951,cmclagainqe,Cord,McLagain,cmclagainqe@imgur.com,031 Daystar Crossing,Dayton,Ohio,Richardson's ground squirrel,1,8,9,14
952,hbancroftqf,Hanson,Bancroft,hbancroftqf@foxnews.com,5528 Victoria Hill,Riverside,California,Nubian bee-eater,3,7,10,13
953,mlithcowqg,Mickey,Lithcow,mlithcowqg@domainmarket.com,52816 Crowley Road,New York City,New York,"Coot, red-knobbed",3,7,12,13
954,kstuchberyqh,Kari,Stuchbery,kstuchberyqh@squarespace.com,419 Moulton Crossing,Bronx,NULL,Prehensile-tailed porcupine,2,5,10,16
955,zmatschkeqi,Zuzana,Matschke,zmatschkeqi@cpanel.net,30580 4th Alley,Charleston,South Carolina,Spotted-tailed quoll,1,5,10,15
956,keltonqj,Kendra,Elton,keltonqj@eventbrite.com,23 Oak Valley Place,Bismarck,North Dakota,White-throated monitor,4,7,12,16
957,hhavertyqk,Henry,Haverty,hhavertyqk@theguardian.com,49004 Springs Drive,Austin,Texas,Blesbok,4,8,11,15
958,msurmeyersql,Matthew,Surmeyers,msurmeyersql@psu.edu,8033 Sycamore Way,Charlotte,North Carolina,White-mantled colobus,3,8,10,16
959,bcodlingqm,Bettine,Codling,bcodlingqm@comcast.net,1 Huxley Point,Nashville,Tennessee,Horned lark,2,7,10,13
960,dbarrackqn,Dorena,Barrack,dbarrackqn@histats.com,97 Sloan Hill,Springfield,Ohio,"Eland, common",2,6,10,14
961,mkingsfordqo,Magda,Kingsford,mkingsfordqo@thetimes.co.uk,730 Forster Place,Bakersfield,California,"Antelope, four-horned",4,5,9,15
